MULTILINESTRING ((-73.99033070314395 40.73713186005661, -73.98907932805653 40.736591317529054));EAST 17 STREET;2
MULTILINESTRING ((-73.98731210664931 40.78053274590718, -73.98729102788401 40.78054686885727, -73.98726949309732 40.7805605883283, -73.98724751532218 40.780573895316365, -73.98722510759141 40.78058678171818, -73.98720228530705 40.78059924033112, -73.98717906150212 40.78061126215148, -73.98715545039397 40.780622840877, -73.98713146738459 40.78063396930523, -73.98710712787637 40.780644639333076, -73.98708244608643 40.78065484555893, -73.98705743623222 40.78066458168064, -73.98703211608527 40.780673840496036, -73.98700649986267 40.780682617503956, -73.98698060415137 40.780690905502034));RIVERSIDE BOULEVARD;3
MULTILINESTRING ((-73.99686561340063 40.71505781724937, -73.99771916740865 40.7153568571716));BAYARD STREET;2
MULTILINESTRING ((-73.99709223427224 40.7146183975628, -73.996806070948 40.71503695619189));BOWERY;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.95260504991029 40.827286480933424, -73.95262751226466 40.82729332132028, -73.95265027972395 40.82729955489421, -73.9526733214703 40.82730517443842, -73.95269661024281 40.82731017183714, -73.95272011759329 40.82731454167546, -73.95274381270234 40.82731827853781, -73.95276766712102 40.82732137790985, -73.9527916512155 40.82732383437637, -73.95281573416318 40.82732564702428, -73.95283988632903 40.827326812239306, -73.95286407689096 40.82732732820789, -73.9528882773962 40.82732719581881, -73.9529124558367 40.8273264141586, -73.95293658375884 40.82732498501655));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.93786201369024 40.834637274036986, -73.93775116269835 40.8348905764245));EDGECOMBE AVENUE;3
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775));WEST 145 STREET;2
MULTILINESTRING ((-73.97824680090521 40.7153663340061, -73.97821910221921 40.71541069601108));BARUCH PLACE;4
MULTILINESTRING ((-74.01282671107701 40.70240862624739, -74.01363820647819 40.702371128395654));STATE STREET;1
MULTILINESTRING ((-74.00772552885142 40.74847870256833, -74.00775806140298 40.748651666902596));JOE DIMAGGIO HIGHWAY;4
MULTILINESTRING ((-73.94298866691439 40.77044019707412, -73.94300061008401 40.77043030735052, -73.94301334042176 40.77042100154118, -73.94302680696477 40.77041231564092, -73.94304095875246 40.77040428294277, -73.9430557400874 40.77039693583719, -73.943071092907 40.77039030221077, -73.9430869603357 40.77038440724938, -73.94310327839263 40.77037927433428, -73.94311998546983 40.77037492234537, -73.94313701640597 40.77037137016096, -73.94315430486147 40.770368629454694, -73.94317178331235 40.77036671189973, -73.94318938542223 40.770365625567834, -73.94320704249036 40.770365373126495, -73.94322468581755 40.77036595544241, -73.94324224788993 40.7703673724823, -73.94325965883063 40.77036961700776, -73.94327685350235 40.7703726799818, -73.94329376440028 40.770376550565224, -73.94331032520705 40.77038121431744, -73.94332647197888 40.770386651396095, -73.94334214314078 40.77039284196006));WEST ROAD;4
MULTILINESTRING ((-73.94447107219145 40.769765128283424, -73.94447354730977 40.7697684442298, -73.94447574635696 40.769771871705494, -73.9444776586849 40.76977539629739, -73.94447927956699 40.769779004495625, -73.94448059953876 40.769782682788154, -73.9444816162433 40.76978641676574, -73.94448232495546 40.76979019111752, -73.94448272213316 40.76979399233435, -73.94448280660455 40.769797805107025, -73.94448257719793 40.76980161412644, -73.94448203747939 40.76980540408578, -73.94448118627487 40.76980916237735, -73.94448002952095 40.76981287189454, -73.94447857078144 40.76981652003193, -73.94447681480683 40.76982009148326, -73.9444747698996 40.76982357274501, -73.9444724431777 40.76982695031297, -73.94446984294359 40.76983021068362, -73.94446698105149 40.769833342156076, -73.94446386817285 40.76983633122789, -73.9444605161612 40.7698391670988, -73.94445693687085 40.76984183806788));WEST ROAD;4
MULTILINESTRING ((-73.94343365824261 40.77059136238783, -73.94315671708866 40.770888254444536));WEST ROAD;4
MULTILINESTRING ((-73.94372475365071 40.770339340551025, -73.94343365824261 40.77059136238783));WEST ROAD;4
MULTILINESTRING ((-74.01056054567216 40.713846275515685, -74.01027954718744 40.71419488854318));WEST BROADWAY;2
MULTILINESTRING ((-74.01638142250701 40.71007837180701, -74.01762947178828 40.710395760713695));ALBANY STREET;3
MULTILINESTRING ((-74.01636205748123 40.714552554559575, -74.0162316702647 40.714721790624466));NORTH END AVENUE;3
MULTILINESTRING ((-74.01695833805474 40.70905766172053, -74.01676485998686 40.709333025810345));SOUTH END AVENUE;3
MULTILINESTRING ((-73.98383902439284 40.710775082309645, -73.98391366463274 40.71130333240456));GOUVERNEUR SLIP WEST;4
MULTILINESTRING ((-74.00962305701627 40.72755692222085, -74.009487942921 40.72826385982535));WASHINGTON STREET;5
MULTILINESTRING ((-74.01035266229108 40.732385224354054, -74.01028280664808 40.73315179628834));WEST STREET;4
MULTILINESTRING ((-74.00680843778001 40.71977749823331, -74.00858371862087 40.71995193437141));NORTH MOORE STREET;3
MULTILINESTRING ((-74.0075573413774 40.72584022998356, -74.00834817744364 40.725915123825594));SPRING STREET;2
MULTILINESTRING ((-74.00517157394988 40.72944721023147, -74.00468800202071 40.730321142027314));7 AVENUE SOUTH;3
MULTILINESTRING ((-74.00618179774274 40.734439131557714, -74.00716219345713 40.734295812944595));CHARLES STREET;3
MULTILINESTRING ((-73.99532907980331 40.725083739524514, -73.994908273175 40.72495122977917));EAST HOUSTON STREET;2
MULTILINESTRING ((-73.99506103553512 40.72881077247872, -73.99454694095247 40.72940599447574));MERCER STREET;3
MULTILINESTRING ((-73.99022459091724 40.728103662292405, -73.98979262191621 40.728693133825715));TARAS SHEVCHENKO PLACE;3
MULTILINESTRING ((-73.99187102444262 40.744185570668, -73.9947086732076 40.74538244627977));WEST 25 STREET;2
MULTILINESTRING ((-73.98941205662425 40.76285744813683, -73.98894735369153 40.76348605371191));9 AVENUE;2
MULTILINESTRING ((-73.97714764855252 40.738795460283185, -73.97524898916242 40.73801486819491));EAST 26 STREET;3
MULTILINESTRING ((-73.97171284016811 40.75049380776123, -73.97126234417266 40.75112224036875));2 AVENUE;2
MULTILINESTRING ((-73.96478633264248 40.75575573124247, -73.96432543559295 40.75638153153125));1 AVENUE;2
MULTILINESTRING ((-73.94764267989557 40.764191778155805, -73.9471394609713 40.76475843649274));MAIN STREET;3
MULTILINESTRING ((-73.97599367032196 40.78127303307857, -73.97882284584001 40.78246493800718));WEST 78 STREET;4
MULTILINESTRING ((-73.97853383912431 40.78578663618478, -73.97805789644832 40.7864196258771));BROADWAY;2
MULTILINESTRING ((-73.97365145353088 40.7971483176788, -73.97346222064661 40.79788786356087));RIVERSIDE DRIVE;3
MULTILINESTRING ((-73.95917872196974 40.79012786367078, -73.95944036265679 40.790171395293775, -73.95969848703724 40.79023271088111, -73.95994997703676 40.79031151130663, -73.96019178944935 40.79040707516163, -73.96042111704892 40.79051827591638, -73.9606354252712 40.790643644963055, -73.96083259436065 40.790781416683096));97 ST TRANSVERSE;4
MULTILINESTRING ((-73.95304470606824 40.785873911507466, -73.95255145509965 40.78654858113635));PARK AVENUE;4
MULTILINESTRING ((-73.94662849548642 40.776604070134745, -73.94617055168679 40.777231382233644));YORK AVENUE;3
MULTILINESTRING ((-73.94555814083994 40.79611296518919, -73.94509614701424 40.796763483265835));PARK AVENUE;4
MULTILINESTRING ((-73.9719238426057 40.79970485095461, -73.97145910468325 40.80033365447674));RIVERSIDE DRIVE;3
MULTILINESTRING ((-73.95285737216543 40.80670913967246, -73.95349969153115 40.806981287999015));WEST 120 STREET;4
MULTILINESTRING ((-73.94698043437499 40.81837993312188, -73.94652257502618 40.819005801854274));EDGECOMBE AVENUE;3
MULTILINESTRING ((-73.98042358586434 40.738553087022126, -73.9794906268253 40.73815979190402));EAST 24 STREET;2
MULTILINESTRING ((-73.975371353193 40.73872451233847, -73.97418113099143 40.73822437995149));EAST 27 STREET;3
MULTILINESTRING ((-73.96524094360828 40.75512992895984, -73.96310941046315 40.75421938545678));EAST 52 STREET;2
MULTILINESTRING ((-73.9385440791873 40.80572965253672, -73.93808666951199 40.806353012018754));PARK AVENUE;4
MULTILINESTRING ((-73.94113608555436 40.83917889461317, -73.94063821570087 40.839867202714196));BROADWAY;2
MULTILINESTRING ((-73.93658972269438 40.84291533298022, -73.93612529117819 40.843550636565304));AUDUBON AVENUE;4
MULTILINESTRING ((-73.93104231601797 40.850509740022346, -73.9306021270987 40.8511090415283));AUDUBON AVENUE;3
MULTILINESTRING ((-73.93865170011993 40.85467705482348, -73.93931046720704 40.854980526576625));WEST 186 STREET;4
MULTILINESTRING ((-73.91920302731506 40.85961308198971, -73.91984623869172 40.859897779467516));WEST 201 STREET;5
MULTILINESTRING ((-73.92551477049876 40.86713288911025, -73.92362922417216 40.86781530709537));COOPER STREET;4
MULTILINESTRING ((-73.99963072550248 40.75184982677021, -73.99957954107973 40.751860702902924));LINCOLN TUNNEL APPROACH;5
MULTILINESTRING ((-73.94850776311553 40.83640558128131, -73.94882985695328 40.836533901837946));WEST 158 STREET;4
MULTILINESTRING ((-73.94680041965509 40.83839673108345, -73.9467529634699 40.838447839213586, -73.94660988539998 40.83861303166171, -73.94648261754776 40.838785822425905, -73.94637216890128 40.838964880197025, -73.94627924028069 40.83914877176341));RIVERSIDE DRIVE;3
MULTILINESTRING ((-73.91762353050001 40.861414143552295, -73.91846899663116 40.86177365247724));WEST 204 STREET;4
MULTILINESTRING ((-73.9407871325919 40.84714932125777, -73.94069032811736 40.847387458045894));SOUTH PINEHURST AVENUE;3
MULTILINESTRING ((-74.00018308850893 40.73786493680245, -74.00217191966352 40.738708989126955));WEST 13 STREET;3
MULTILINESTRING ((-73.96539152914166 40.808665791750165, -73.96524722917506 40.80866545117753, -73.96510175232993 40.808678724697124, -73.96495845595756 40.80870577721554, -73.96482068233803 40.80874614870572, -73.9646915548535 40.808798742436885, -73.96457366385064 40.80886198066082));CLAREMONT AVENUE;4
MULTILINESTRING ((-73.98085305535619 40.71355479803, -73.9792898343119 40.713761716878736));MADISON STREET;3
MULTILINESTRING ((-73.94315671708866 40.770888254444536, -73.94314608437527 40.770896189837416, -73.94313477698387 40.77090356748476, -73.94312284705912 40.77091035499399, -73.94311034792943 40.77091652087357, -73.9430973341042 40.770922038135154, -73.94308386482888 40.770926881593724, -73.94306999934537 40.77093103056689, -73.94305580044754 40.7709344661749, -73.9430413321106 40.77093717314072, -73.94302665712301 40.77093913888826, -73.94301184300821 40.77094035444578, -73.94299695491667 40.770940815342954, -73.94298206036652 40.77094051891162, -73.9429672245029 40.770939466985126, -73.9429525136539 40.77093766319822, -73.94293555219929 40.77093321081492, -73.94291904991591 40.77092785275014, -73.94290308969374 40.7709216169608, -73.94288775323517 40.770914535005204, -73.94287311631766 40.770906641140385, -73.94285925589614 40.77089797772834, -73.94284623944957 40.770888587126535, -73.942834134453 40.770878516194855, -73.94282300008533 40.77086781719217, -73.94281289552374 40.77085654417835, -73.94280386928354 40.77084475300898, -73.9427959686907 40.77083250494199, -73.94278923278073 40.77081986033072, -73.94278369584777 40.77080688312818, -73.94277938507618 40.770793640885785, -73.94277632409909 40.77078019845164, -73.94277452707051 40.77076662427114, -73.94277400340594 40.77075298768779, -73.94277475541406 40.77073935804155, -73.94277678066696 40.77072580286888, -73.94278006725966 40.77071239150256, -73.94278459855076 40.77069919147207, -73.94279035316183 40.7706862694038));WEST ROAD;4
MULTILINESTRING ((-73.99034165842438 40.72493213374585, -73.99015381150785 40.7251735542338));2 AVENUE;2
MULTILINESTRING ((-73.99098232268494 40.72807034857197, -73.99077982660825 40.72834617096445));COOPER SQUARE;3
MULTILINESTRING ((-73.97418113099143 40.73822437995149, -73.97412137995917 40.73819952874211));EAST 27 STREET;3
MULTILINESTRING ((-73.9527874699042 40.76817040446682, -73.95049520604124 40.76720462459215));EAST 74 STREET;3
MULTILINESTRING ((-73.95185822079061 40.76944043244232, -73.94952049021536 40.76846112481922));EAST 76 STREET;3
MULTILINESTRING ((-73.941851912277 40.85182133602599, -73.94128411544149 40.852385090225724));RIVERSIDE DRIVE;3
MULTILINESTRING ((-73.98852987630241 40.777347212222665, -73.98884263925146 40.77745277189814));WEST 67 STREET;2
MULTILINESTRING ((-73.99768108372919 40.75148764221915, -73.99759123576179 40.75160856929483));9 AVENUE;2
MULTILINESTRING ((-73.94471084814127 40.84075439379993, -73.94468025892456 40.841050982706086));RIVERSIDE DRIVE;3
MULTILINESTRING ((-73.91138999715011 40.86882537193773, -73.91284727685571 40.86944470445376));WEST 216 STREET;5
MULTILINESTRING ((-74.01022308942318 40.72416926456813, -74.01123470865312 40.72426563195024));WATTS STREET;3
MULTILINESTRING ((-73.98172468664731 40.7161809539736, -73.98165669346828 40.71630882461257));SHERIFF STREET;3
MULTILINESTRING ((-73.981639516628 40.71634112317472, -73.98158396745139 40.716435703891065));SHERIFF STREET;3
MULTILINESTRING ((-73.98165669346828 40.71630882461257, -73.981639516628 40.71634112317472));SHERIFF STREET;3
MULTILINESTRING ((-73.97480271341541 40.72979865305457, -73.97472991377823 40.729765489381165));EAST 16 STREET;3
MULTILINESTRING ((-73.97472991377823 40.729765489381165, -73.97305502987248 40.72907221418788));EAST 16 STREET;3
MULTILINESTRING ((-73.94758357462686 40.7710796085447, -73.94729460937431 40.77094432918284));EAST 80 STREET;4
MULTILINESTRING ((-74.01149590683782 40.72297046759398, -74.0116005988998 40.72297993045192));VESTRY STREET;3
MULTILINESTRING ((-74.00820601874646 40.73755381639886, -74.00981442011086 40.73756637871063));WEST 12 STREET;3
MULTILINESTRING ((-73.99309190179892 40.72282008448935, -73.99263255053208 40.72405686502123));BOWERY;2
MULTILINESTRING ((-73.98364598064799 40.732698706735675, -73.98207443258974 40.73203031283204));EAST 15 STREET;3
MULTILINESTRING ((-73.98318528699998 40.733336451391175, -73.98160329020251 40.732662308852326));EAST 16 STREET;3
MULTILINESTRING ((-73.99387445162012 40.772238168057875, -73.99350262242092 40.7727516325079));JOE DIMAGGIO HIGHWAY;4
MULTILINESTRING ((-73.97890917431862 40.73616412595845, -73.97857449810618 40.73667728154034));1 AVENUE;2
MULTILINESTRING ((-73.97857449810618 40.73667728154034, -73.97854094700948 40.73688765910121));1 AVENUE;2
MULTILINESTRING ((-73.97439858244486 40.7325411522655, -73.97441189237185 40.73259219602955));AVENUE C;2
MULTILINESTRING ((-73.9551138489928 40.7859250280619, -73.95361305250447 40.785293570455416));EAST 94 STREET;3
MULTILINESTRING ((-73.94464665938901 40.78321787283383, -73.94405439416344 40.782964357645014));EAST 96 STREET;3
